Comparing music in: E:\Musica
Using playlist file: E:\Musica\Rock50-00_5.0.xspf
Excluding folders: Clasica, Discogs, Electronica, Española, Films, Game, HeartLand Rock, Jazz, Medieval, Relax, Soul, v, Varios

Missing files, newest → oldest:
- 90s00s PopRock/Foo Fighters - There Is Nothing Left to Lose - 03 Learn to Fly.flac   (2025-08-10 03:31)
- 70s80s - PopRock/Bread - down on my knees.flac   (2025-01-12 13:58)
- 70s80s - PopRock/Bread - baby i'm-a want you.flac   (2025-01-12 13:57)
- 70s80s - PopRock/Warren Zevon - Roland the Headless Thompson Gunner.flac   (2025-01-06 04:18)
- 80s/Taylor Dane - Tell It To My Heart.flac   (2025-01-06 02:52)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/21 - God Gave Rock 'N' Roll To You II.flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/20 - Forever (Single Version).flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/19 - Lick It Up.flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/18 - I Love It Loud.flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/17 - I Was Made For Lovin' You.flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/16 - New York Groove.flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/15 - Love Gun.flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/14 - Christine Sixteen.flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/13 - I Stole Your Love.flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/12 - Hard Luck Woman.flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/11 - Calling Dr. Love.flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/10 - I Want You.flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/09 - Beth.flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/08 - Shout It Out Loud.flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/07 - Detroit Rock City (Edit).flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/06 - Rock And Roll All Nite (Live From Detroit, MI_1975).flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/05 - C'mon And Love Me (Album Version).flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/04 - Hotter Than Hell.flac   (2025-01-05 04:44)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/03 - Got To Choose (Album Version).flac   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/02 - Deuce (Album Version).flac   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/01 - Strutter.flac   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/21 - God Gave Rock 'N' Roll To You II.lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/20 - Forever (Single Version).lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/19 - Lick It Up.lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/18 - I Love It Loud.lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/17 - I Was Made For Lovin' You.lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/16 - New York Groove.lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/15 - Love Gun.lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/13 - I Stole Your Love.lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/12 - Hard Luck Woman.lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/11 - Calling Dr. Love.lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/10 - I Want You.lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/09 - Beth.lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/08 - Shout It Out Loud.lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/07 - Detroit Rock City (Edit).lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/05 - C'mon And Love Me (Album Version).lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/03 - Got To Choose (Album Version).lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/02 - Deuce (Album Version).lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Kiss - The Very Best Of Kiss/01 - Strutter.lrc   (2025-01-05 04:43)
- 70s80s - PopRock/Carlos Santana - Let's Get Ourselves Together.flac   (2024-12-14 16:57)
- 70s80s - PopRock/Carlos Santana - Everyday I Have The Blues.flac   (2024-12-14 16:44)
- 70s80s - PopRock/Carlos Santana - Jingo.flac   (2024-12-14 06:24)
- 70s80s - PopRock/Carlos Santana - Samba Pa Ti.flac   (2024-12-14 06:18)
- 70s80s - PopRock/John Lee Hooker, Carlos Santana & The Santana Band - The Healer.flac   (2024-12-14 06:15)
- 90s00s PopRock/Alice in Chains - Man In The Box.flac   (2024-12-04 06:15)
- 80s/Dire Straits/On Every Street (1991)/12 - How Long.flac   (2024-11-24 04:41)
- 80s/Dire Straits/On Every Street (1991)/11 - Planet of New Orleans.flac   (2024-11-24 04:41)
- 80s/Dire Straits/On Every Street (1991)/10 - My Parties.flac   (2024-11-24 04:40)
- 80s/Dire Straits/On Every Street (1991)/09 - Ticket to Heaven.flac   (2024-11-24 04:40)
- 80s/Dire Straits/On Every Street (1991)/08 - Iron Hand.flac   (2024-11-24 04:39)
- 80s/Dire Straits/On Every Street (1991)/07 - Heavy Fuel.flac   (2024-11-24 04:39)
- 80s/Dire Straits/On Every Street (1991)/06 - You and Your Friend.flac   (2024-11-24 04:38)
- 80s/Dire Straits/On Every Street (1991)/05 - The Bug.flac   (2024-11-24 04:38)
- 80s/Dire Straits/On Every Street (1991)/04 - Fade to Black.flac   (2024-11-24 04:38)
- 80s/Dire Straits/On Every Street (1991)/03 - When It Comes to You.flac   (2024-11-24 04:37)
- 80s/Dire Straits/On Every Street (1991)/02 - On Every Street.flac   (2024-11-24 04:37)
- 80s/Dire Straits/On Every Street (1991)/01 - Calling Elvis.flac   (2024-11-24 04:36)
- 70s80s - PopRock/Joan Jett and the Blackhearts_Great Hits_02_Crimson and Clover.flac   (2024-11-10 10:42)
- Scandinavian Invasion/Maryslim -Split Vision-(KING007CD)-CD-FLAC-2004-RUiL/12-maryslim-bring_it_on.flac   (2024-11-09 10:15)
- Scandinavian Invasion/Maryslim -Split Vision-(KING007CD)-CD-FLAC-2004-RUiL/11-maryslim-another_day.flac   (2024-11-09 10:15)
- Scandinavian Invasion/Maryslim -Split Vision-(KING007CD)-CD-FLAC-2004-RUiL/10-maryslim-just_maybe.flac   (2024-11-09 10:15)
- Scandinavian Invasion/Maryslim -Split Vision-(KING007CD)-CD-FLAC-2004-RUiL/09-maryslim-my_time.flac   (2024-11-09 10:15)
- Scandinavian Invasion/Maryslim -Split Vision-(KING007CD)-CD-FLAC-2004-RUiL/08-maryslim-shake_it_mama.flac   (2024-11-09 10:15)
- Scandinavian Invasion/Maryslim -Split Vision-(KING007CD)-CD-FLAC-2004-RUiL/07-maryslim-reason_to_live.flac   (2024-11-09 10:15)
- Scandinavian Invasion/Maryslim -Split Vision-(KING007CD)-CD-FLAC-2004-RUiL/06-maryslim-something_to_rise.flac   (2024-11-09 10:14)
- Scandinavian Invasion/Maryslim -Split Vision-(KING007CD)-CD-FLAC-2004-RUiL/05-maryslim-i_dont_mind.flac   (2024-11-09 10:14)
- Scandinavian Invasion/Maryslim -Split Vision-(KING007CD)-CD-FLAC-2004-RUiL/04-maryslim-princess_without_a_crown.flac   (2024-11-09 10:14)
- Scandinavian Invasion/Maryslim -Split Vision-(KING007CD)-CD-FLAC-2004-RUiL/03-maryslim-b.t.l.flac   (2024-11-09 10:14)
- Scandinavian Invasion/Maryslim -Split Vision-(KING007CD)-CD-FLAC-2004-RUiL/02-maryslim-all_i_want.flac   (2024-11-09 10:14)
- Scandinavian Invasion/Maryslim -Split Vision-(KING007CD)-CD-FLAC-2004-RUiL/01-maryslim-wake_alone.flac   (2024-11-09 10:14)
- Scandinavian Invasion/Maryslim -Split Vision-(KING007CD)-CD-FLAC-2004-RUiL/00-maryslim-split_vision-(king007cd)-cd-flac-2004.sfv   (2024-11-09 10:14)
- Scandinavian Invasion/Maryslim -Split Vision-(KING007CD)-CD-FLAC-2004-RUiL/00-maryslim-split_vision-(king007cd)-cd-flac-2004.nfo   (2024-11-09 10:14)
- Scandinavian Invasion/Maryslim feat. Jyrki69 - This Corrosion.mp3   (2024-11-09 10:11)
- 70s80s Garage NewWave Punk/Sex Pistols - Black Leather.flac   (2024-08-02 16:50)
- 70s80s Garage NewWave Punk/The Ramones - Come Back Baby.flac   (2024-07-19 00:14)
- Scandinavian Invasion/The Hellacopters/The Hellacopters 1999 - Grande Rock Revisited/00-the_hellacopters-grande_rock_revisited-16bit-web-flac-2024.sfv   (2024-06-02 20:42)
- Scandinavian Invasion/The Hellacopters/The Hellacopters 1999 - Grande Rock Revisited/00-the_hellacopters-grande_rock_revisited-16bit-web-flac-2024.nfo   (2024-06-02 20:42)
- 90s00s PopRock/The Smithereens - Top Of The Pops.flac   (2024-04-10 02:43)
- 90s00s PopRock/The Smithereens - A Girl Like You.flac   (2024-04-10 02:40)
- 90s00s PopRock/The Smithereens - Drown In My Own Tears.flac   (2024-04-10 02:38)
- 90s00s PopRock/The Smithereens - House We Used To Live In.flac   (2024-04-10 02:38)
- 90s00s PopRock/The Smithereens - Behind The Wall Of Sleep.flac   (2024-04-10 02:36)
- 90s00s PopRock/The Smithereens - Blood And Roses.flac   (2024-04-10 02:34)
- 90s00s PopRock/The Smithereens - Strangers When We Meet.flac   (2024-04-10 02:34)
- 80s/Roxette/CD 1/07 - Spending My Time.flac   (2024-02-28 03:20)
- 80s/Roxette/CD 2/15 - The Sweet Hello, The Sad Goodbye (Bassflow Remake).flac   (2024-02-28 03:20)
- 80s/Roxette/CD 2/14 - (Do You Get) Excited.flac   (2024-02-28 03:20)
- 80s/Roxette/CD 2/11 - Anyone.flac   (2024-02-28 03:20)
- 80s/Roxette/CD 2/10 - A Thing About You.flac   (2024-02-28 03:20)
- 80s/Roxette/CD 2/09 - The Centre Of The Heart (Is A Suburb To The Brain).flac   (2024-02-28 03:20)
- 80s/Roxette/CD 2/08 - Vulnerable.flac   (2024-02-28 03:20)
- 80s/Roxette/CD 2/07 - Stars.flac   (2024-02-28 03:19)
- 80s/Roxette/CD 2/06 - Milk And Toast And Honey.flac   (2024-02-28 03:19)
- 80s/Roxette/CD 2/05 - Real Sugar.flac   (2024-02-28 03:19)
- 80s/Roxette/CD 2/04 - Run To You.flac   (2024-02-28 03:19)
- 80s/Roxette/CD 2/03 - Listen To Your Heart.flac   (2024-02-28 03:19)
- 80s/Roxette/CD 2/02 - Sleeping In My Car.flac   (2024-02-28 03:19)
- 80s/Roxette/CD 2/01 - Joyride.flac   (2024-02-28 03:18)
- 80s/Roxette/CD 1/15 - Perfect Day.flac   (2024-02-28 03:18)
- 80s/Roxette/CD 1/14 - Opportunity Nox.flac   (2024-02-28 03:18)
- 80s/Roxette/CD 1/13 - Queen Of Rain.flac   (2024-02-28 03:18)
- 80s/Roxette/CD 1/12 - June Afternoon.flac   (2024-02-28 03:18)
- 80s/Roxette/CD 1/11 - Crash! Boom! Bang!.flac   (2024-02-28 03:18)
- 80s/Roxette/CD 1/10 - Fading Like A Flower.flac   (2024-02-28 03:18)
- 80s/Roxette/CD 1/09 - The Big L.flac   (2024-02-28 03:17)
